"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15"
"0",0.764222873900293,0.247531981931026,0.256363700972074,0.248356487711496,0.211764400526185,0.306369510203264,0.12219848575582,0.334946416589555,0.367735764947433,0.472207002274988,0.199350076417416,0.420610347332032,0.37448335574318,0.222317236804037,0.168238288461278,0.286761312083944
"1",0.067525789513227,0,0.0934541034145205,0,0,0,0,0,0.0608069817291457,0,0,0,0.0861868442535375,0,0,0
"2",0.290734031174284,0,0.384314024403039,0.101250269240696,0.0551012012324306,0.150854339074888,0,0,0.247193557415396,0,0.0923519944045502,0.219017912854604,0.150089741311478,0,0,0
"3",0.195910186993573,0.0957584420903473,0,0.299408051694818,0.0927066328401832,0.0638764452152513,0.0797224687631669,0.243841704931869,0.121613963458291,0.0986735675412361,0.0923519944045502,0.156366282509433,0.150089741311478,0.140266559431459,0,0
"4",0.280491741054943,0,0.0934541034145205,0.176321883573661,0.233559269500047,0.113140754306166,0,0,0.143605315057496,0.171834696522571,0.160826017820104,0.250549002011192,0.212619481104687,0,0,0.201957439534032
"5",0.308510295790508,0,0.0623027356096803,0.0587739611912203,0.107839426256999,0.306386710458158,0.0797224687631669,0.0901786569667493,0.150040199699709,0.273689332639162,0.0536086726067014,0.0671451092160751,0.133673856270533,0,0,0.109778999890598
"6",0.299408675353152,0,0.0934541034145205,0,0,0.0537353997849056,0.0531483125087779,0.0901786569667493,0.153459735991176,0,0,0.0671451092160751,0.0861868442535375,0,0,0.0823342499179487
"7",0.24992811652553,0,0.162745281225513,0,0,0,0,0.252007656543505,0.076729867995588,0.0986735675412361,0.146374447998022,0,0.150089741311478,0,0.0785112012819295,0
"8",0.401015298814379,0.0957584420903473,0.255095946397721,0.117547922382441,0.0927066328401832,0.212458574969786,0.12364775533062,0.0758618637565815,0.425928090896991,0.156393904365235,0.143235865441543,0.237860709971468,0.206172234238938,0,0.121769106720215,0.130496698644953
"9",0.410183771696014,0,0.193260282292042,0.209382519340095,0.0695299746301374,0.191629335645754,0,0,0.0849637014038475,0.508976726399208,0,0.254884748857487,0.136602916197352,0,0.0785112012819295,0.0823342499179487
"10",0.249551788184295,0,0,0,0.0927066328401832,0.0806030996773585,0,0,0.119006298872328,0.156393904365235,0.204524456554237,0.169455388844907,0.136602916197352,0,0,0.130496698644953
